subject,variable,likert,task,modal,wh,answer,story
A1J19UOHNI0UOC,answer,5.0,likely,mod,how,MO,petra
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,how,MO,petra
A3A82EHCZOQ2CV,answer,3.0,likely,mod,how,MO,petra
ANNVWKERLZG9A,answer,4.0,likely,mod,how,MO,petra
A3PIRKF57QSWMS,answer,5.0,likely,mod,how,MO,petra
A2HOUSKURBF8UA,answer,2.0,likely,mod,how,MO,petra
A1Z1O6MMOB3UWW,answer,4.0,likely,mod,how,MO,petra
A3QNCW3LR2AVOV,answer,4.0,likely,mod,how,MO,petra
AAHZCL4LIPCBQ,answer,3.0,likely,mod,how,MO,petra
A2XMFTY9WB05U6,answer,3.0,likely,mod,how,MO,petra
A2N8FYNKM133KF,answer,4.0,likely,mod,how,MO,petra
ALQEBL8XKDCWC,answer,4.0,likely,mod,how,MO,petra
A18E16UFE351U6,answer,2.0,likely,mod,how,MO,petra
A2CWJRAEFZ44HU,answer,5.0,likely,mod,how,MO,petra
AP4FDDWBJW470,answer,4.0,likely,mod,how,MO,petra
AYYBMS4XQJ9AP,answer,4.0,likely,mod,how,MO,petra
A3D3NEQ158WUB0,answer,3.0,likely,mod,how,MO,petra
A320BT7PLIQVZT,answer,4.0,likely,mod,how,MO,petra
A17WS5TP6OPH7R,answer,4.0,likely,mod,how,MO,petra
A1KA64FR47O9FS,answer,3.0,likely,mod,how,MO,petra
A3M877E9CGI09C,answer,1.0,likely,mod,how,MO,petra
AX8XE3GEOP5D,answer,3.0,likely,mod,how,MO,petra
AZLU5JWFIZVMD,answer,1.0,likely,mod,how,MO,petra
A3GWRDHAURRNK6,answer,3.0,likely,mod,how,MO,petra
A1V9G7V6ZYACIR,answer,3.0,likely,mod,how,MO,petra
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,how,MO,petra
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,where,MO,chocolate
ARWF605I7RWM7,answer,4.0,likely,mod,where,MO,chocolate
A1J19UOHNI0UOC,answer,5.0,likely,mod,where,MO,chocolate
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,where,MO,chocolate
A3A82EHCZOQ2CV,answer,1.0,likely,mod,where,MO,chocolate
ANNVWKERLZG9A,answer,4.0,likely,mod,where,MO,chocolate
A3PIRKF57QSWMS,answer,5.0,likely,mod,where,MO,chocolate
A2HOUSKURBF8UA,answer,2.0,likely,mod,where,MO,chocolate
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,where,MO,chocolate
A3QNCW3LR2AVOV,answer,4.0,likely,mod,where,MO,chocolate
AAHZCL4LIPCBQ,answer,4.0,likely,mod,where,MO,chocolate
A2XMFTY9WB05U6,answer,3.0,likely,mod,where,MO,chocolate
A2N8FYNKM133KF,answer,5.0,likely,mod,where,MO,chocolate
ALQEBL8XKDCWC,answer,4.0,likely,mod,where,MO,chocolate
A18E16UFE351U6,answer,2.0,likely,mod,where,MO,chocolate
A2CWJRAEFZ44HU,answer,5.0,likely,mod,where,MO,chocolate
AP4FDDWBJW470,answer,5.0,likely,mod,where,MO,chocolate
AYYBMS4XQJ9AP,answer,5.0,likely,mod,where,MO,chocolate
A3D3NEQ158WUB0,answer,3.0,likely,mod,where,MO,chocolate
A320BT7PLIQVZT,answer,4.0,likely,mod,where,MO,chocolate
A17WS5TP6OPH7R,answer,3.0,likely,mod,where,MO,chocolate
A1KA64FR47O9FS,answer,3.0,likely,mod,where,MO,chocolate
A3M877E9CGI09C,answer,1.0,likely,mod,where,MO,chocolate
AX8XE3GEOP5D,answer,4.0,likely,mod,where,MO,chocolate
AZLU5JWFIZVMD,answer,2.0,likely,mod,where,MO,chocolate
A3GWRDHAURRNK6,answer,3.0,likely,mod,where,MO,chocolate
A1V9G7V6ZYACIR,answer,2.0,likely,mod,where,MO,chocolate
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,where,MO,chocolate
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,who,MO,office
ARWF605I7RWM7,answer,4.0,likely,mod,who,MO,office
A1J19UOHNI0UOC,answer,5.0,likely,mod,who,MO,office
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,who,MO,office
A3A82EHCZOQ2CV,answer,3.0,likely,mod,who,MO,office
ANNVWKERLZG9A,answer,4.0,likely,mod,who,MO,office
A3PIRKF57QSWMS,answer,5.0,likely,mod,who,MO,office
A2HOUSKURBF8UA,answer,2.0,likely,mod,who,MO,office
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,who,MO,office
A3QNCW3LR2AVOV,answer,3.0,likely,mod,who,MO,office
AAHZCL4LIPCBQ,answer,5.0,likely,mod,who,MO,office
A2XMFTY9WB05U6,answer,3.0,likely,mod,who,MO,office
A2N8FYNKM133KF,answer,4.0,likely,mod,who,MO,office
ALQEBL8XKDCWC,answer,4.0,likely,mod,who,MO,office
A18E16UFE351U6,answer,4.0,likely,mod,who,MO,office
A2CWJRAEFZ44HU,answer,4.0,likely,mod,who,MO,office
AP4FDDWBJW470,answer,3.0,likely,mod,who,MO,office
AYYBMS4XQJ9AP,answer,4.0,likely,mod,who,MO,office
A3D3NEQ158WUB0,answer,3.0,likely,mod,who,MO,office
A320BT7PLIQVZT,answer,4.0,likely,mod,who,MO,office
A17WS5TP6OPH7R,answer,2.0,likely,mod,who,MO,office
A1KA64FR47O9FS,answer,3.0,likely,mod,who,MO,office
A3M877E9CGI09C,answer,1.0,likely,mod,who,MO,office
AX8XE3GEOP5D,answer,4.0,likely,mod,who,MO,office
AZLU5JWFIZVMD,answer,3.0,likely,mod,who,MO,office
A3GWRDHAURRNK6,answer,3.0,likely,mod,who,MO,office
A1V9G7V6ZYACIR,answer,2.0,likely,mod,who,MO,office
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,who,MO,office
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,how,MO,college
ARWF605I7RWM7,answer,4.0,likely,mod,how,MO,college
A1J19UOHNI0UOC,answer,5.0,likely,mod,how,MO,college
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,how,MO,college
A3A82EHCZOQ2CV,answer,2.0,likely,mod,how,MO,college
ANNVWKERLZG9A,answer,4.0,likely,mod,how,MO,college
A3PIRKF57QSWMS,answer,5.0,likely,mod,how,MO,college
A2HOUSKURBF8UA,answer,3.0,likely,mod,how,MO,college
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,how,MO,college
A3QNCW3LR2AVOV,answer,5.0,likely,mod,how,MO,college
AAHZCL4LIPCBQ,answer,5.0,likely,mod,how,MO,college
A2XMFTY9WB05U6,answer,4.0,likely,mod,how,MO,college
A2N8FYNKM133KF,answer,0.0,likely,mod,how,MO,college
ALQEBL8XKDCWC,answer,4.0,likely,mod,how,MO,college
A18E16UFE351U6,answer,2.0,likely,mod,how,MO,college
A2CWJRAEFZ44HU,answer,5.0,likely,mod,how,MO,college
AP4FDDWBJW470,answer,4.0,likely,mod,how,MO,college
AYYBMS4XQJ9AP,answer,4.0,likely,mod,how,MO,college
A3D3NEQ158WUB0,answer,3.0,likely,mod,how,MO,college
A320BT7PLIQVZT,answer,3.0,likely,mod,how,MO,college
A17WS5TP6OPH7R,answer,4.0,likely,mod,how,MO,college
A1KA64FR47O9FS,answer,4.0,likely,mod,how,MO,college
A3M877E9CGI09C,answer,1.0,likely,mod,how,MO,college
AX8XE3GEOP5D,answer,5.0,likely,mod,how,MO,college
AZLU5JWFIZVMD,answer,3.0,likely,mod,how,MO,college
A3GWRDHAURRNK6,answer,3.0,likely,mod,how,MO,college
A1V9G7V6ZYACIR,answer,4.0,likely,mod,how,MO,college
A2S3SV1LQTKJ8K,answer,5.0,likely,mod,how,MO,college
A1LZNQ6Q5JNTZE,answer,2.0,likely,mod,where,MO,hideseek
ARWF605I7RWM7,answer,4.0,likely,mod,where,MO,hideseek
A1J19UOHNI0UOC,answer,5.0,likely,mod,where,MO,hideseek
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,where,MO,hideseek
A3A82EHCZOQ2CV,answer,2.0,likely,mod,where,MO,hideseek
ANNVWKERLZG9A,answer,3.0,likely,mod,where,MO,hideseek
A3PIRKF57QSWMS,answer,5.0,likely,mod,where,MO,hideseek
A2HOUSKURBF8UA,answer,2.0,likely,mod,where,MO,hideseek
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,where,MO,hideseek
A3QNCW3LR2AVOV,answer,5.0,likely,mod,where,MO,hideseek
AAHZCL4LIPCBQ,answer,5.0,likely,mod,where,MO,hideseek
A2XMFTY9WB05U6,answer,4.0,likely,mod,where,MO,hideseek
A2N8FYNKM133KF,answer,5.0,likely,mod,where,MO,hideseek
ALQEBL8XKDCWC,answer,4.0,likely,mod,where,MO,hideseek
A18E16UFE351U6,answer,4.0,likely,mod,where,MO,hideseek
A2CWJRAEFZ44HU,answer,5.0,likely,mod,where,MO,hideseek
AP4FDDWBJW470,answer,3.0,likely,mod,where,MO,hideseek
AYYBMS4XQJ9AP,answer,4.0,likely,mod,where,MO,hideseek
A3D3NEQ158WUB0,answer,4.0,likely,mod,where,MO,hideseek
A320BT7PLIQVZT,answer,3.0,likely,mod,where,MO,hideseek
A17WS5TP6OPH7R,answer,5.0,likely,mod,where,MO,hideseek
A1KA64FR47O9FS,answer,4.0,likely,mod,where,MO,hideseek
A3M877E9CGI09C,answer,1.0,likely,mod,where,MO,hideseek
AX8XE3GEOP5D,answer,5.0,likely,mod,where,MO,hideseek
AZLU5JWFIZVMD,answer,4.0,likely,mod,where,MO,hideseek
A3GWRDHAURRNK6,answer,3.0,likely,mod,where,MO,hideseek
A1V9G7V6ZYACIR,answer,4.0,likely,mod,where,MO,hideseek
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,where,MO,hideseek
A1LZNQ6Q5JNTZE,answer,2.0,likely,mod,who,MO,customer
ARWF605I7RWM7,answer,4.0,likely,mod,who,MO,customer
A1J19UOHNI0UOC,answer,5.0,likely,mod,who,MO,customer
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,who,MO,customer
A3A82EHCZOQ2CV,answer,2.0,likely,mod,who,MO,customer
ANNVWKERLZG9A,answer,4.0,likely,mod,who,MO,customer
A3PIRKF57QSWMS,answer,5.0,likely,mod,who,MO,customer
A2HOUSKURBF8UA,answer,2.0,likely,mod,who,MO,customer
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,who,MO,customer
A3QNCW3LR2AVOV,answer,4.0,likely,mod,who,MO,customer
AAHZCL4LIPCBQ,answer,5.0,likely,mod,who,MO,customer
A2XMFTY9WB05U6,answer,3.0,likely,mod,who,MO,customer
A2N8FYNKM133KF,answer,3.0,likely,mod,who,MO,customer
ALQEBL8XKDCWC,answer,4.0,likely,mod,who,MO,customer
A18E16UFE351U6,answer,3.0,likely,mod,who,MO,customer
A2CWJRAEFZ44HU,answer,5.0,likely,mod,who,MO,customer
AP4FDDWBJW470,answer,3.0,likely,mod,who,MO,customer
AYYBMS4XQJ9AP,answer,5.0,likely,mod,who,MO,customer
A3D3NEQ158WUB0,answer,3.0,likely,mod,who,MO,customer
A320BT7PLIQVZT,answer,2.0,likely,mod,who,MO,customer
A17WS5TP6OPH7R,answer,4.0,likely,mod,who,MO,customer
A1KA64FR47O9FS,answer,2.0,likely,mod,who,MO,customer
A3M877E9CGI09C,answer,1.0,likely,mod,who,MO,customer
AX8XE3GEOP5D,answer,5.0,likely,mod,who,MO,customer
AZLU5JWFIZVMD,answer,3.0,likely,mod,who,MO,customer
A3GWRDHAURRNK6,answer,3.0,likely,mod,who,MO,customer
A1V9G7V6ZYACIR,answer,0.0,likely,mod,who,MO,customer
A2S3SV1LQTKJ8K,answer,5.0,likely,mod,who,MO,customer
A1LZNQ6Q5JNTZE,answer,2.0,likely,mod,how,MO,holywood
ARWF605I7RWM7,answer,4.0,likely,mod,how,MO,holywood
A1J19UOHNI0UOC,answer,5.0,likely,mod,how,MO,holywood
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,how,MO,holywood
A3A82EHCZOQ2CV,answer,2.0,likely,mod,how,MO,holywood
ANNVWKERLZG9A,answer,4.0,likely,mod,how,MO,holywood
A3PIRKF57QSWMS,answer,5.0,likely,mod,how,MO,holywood
A2HOUSKURBF8UA,answer,2.0,likely,mod,how,MO,holywood
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,how,MO,holywood
A3QNCW3LR2AVOV,answer,5.0,likely,mod,how,MO,holywood
AAHZCL4LIPCBQ,answer,5.0,likely,mod,how,MO,holywood
A2XMFTY9WB05U6,answer,5.0,likely,mod,how,MO,holywood
A2N8FYNKM133KF,answer,3.0,likely,mod,how,MO,holywood
ALQEBL8XKDCWC,answer,4.0,likely,mod,how,MO,holywood
A18E16UFE351U6,answer,3.0,likely,mod,how,MO,holywood
A2CWJRAEFZ44HU,answer,5.0,likely,mod,how,MO,holywood
AP4FDDWBJW470,answer,0.0,likely,mod,how,MO,holywood
AYYBMS4XQJ9AP,answer,5.0,likely,mod,how,MO,holywood
A3D3NEQ158WUB0,answer,4.0,likely,mod,how,MO,holywood
A320BT7PLIQVZT,answer,2.0,likely,mod,how,MO,holywood
A17WS5TP6OPH7R,answer,4.0,likely,mod,how,MO,holywood
A1KA64FR47O9FS,answer,4.0,likely,mod,how,MO,holywood
A3M877E9CGI09C,answer,1.0,likely,mod,how,MO,holywood
AX8XE3GEOP5D,answer,4.0,likely,mod,how,MO,holywood
AZLU5JWFIZVMD,answer,3.0,likely,mod,how,MO,holywood
A3GWRDHAURRNK6,answer,3.0,likely,mod,how,MO,holywood
A1V9G7V6ZYACIR,answer,2.0,likely,mod,how,MO,holywood
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,how,MO,holywood
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,who,MO,intern
ARWF605I7RWM7,answer,4.0,likely,mod,who,MO,intern
A1J19UOHNI0UOC,answer,5.0,likely,mod,who,MO,intern
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,who,MO,intern
A3A82EHCZOQ2CV,answer,2.0,likely,mod,who,MO,intern
ANNVWKERLZG9A,answer,3.0,likely,mod,who,MO,intern
A3PIRKF57QSWMS,answer,5.0,likely,mod,who,MO,intern
A2HOUSKURBF8UA,answer,2.0,likely,mod,who,MO,intern
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,who,MO,intern
A3QNCW3LR2AVOV,answer,5.0,likely,mod,who,MO,intern
AAHZCL4LIPCBQ,answer,5.0,likely,mod,who,MO,intern
A2XMFTY9WB05U6,answer,4.0,likely,mod,who,MO,intern
A2N8FYNKM133KF,answer,3.0,likely,mod,who,MO,intern
ALQEBL8XKDCWC,answer,4.0,likely,mod,who,MO,intern
A18E16UFE351U6,answer,3.0,likely,mod,who,MO,intern
A2CWJRAEFZ44HU,answer,5.0,likely,mod,who,MO,intern
AP4FDDWBJW470,answer,3.0,likely,mod,who,MO,intern
AYYBMS4XQJ9AP,answer,4.0,likely,mod,who,MO,intern
A3D3NEQ158WUB0,answer,4.0,likely,mod,who,MO,intern
A320BT7PLIQVZT,answer,3.0,likely,mod,who,MO,intern
A17WS5TP6OPH7R,answer,5.0,likely,mod,who,MO,intern
A1KA64FR47O9FS,answer,2.0,likely,mod,who,MO,intern
A3M877E9CGI09C,answer,1.0,likely,mod,who,MO,intern
AX8XE3GEOP5D,answer,4.0,likely,mod,who,MO,intern
AZLU5JWFIZVMD,answer,3.0,likely,mod,who,MO,intern
A3GWRDHAURRNK6,answer,3.0,likely,mod,who,MO,intern
A1V9G7V6ZYACIR,answer,4.0,likely,mod,who,MO,intern
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,who,MO,intern
A1LZNQ6Q5JNTZE,answer,1.0,likely,mod,where,MO,lights
ARWF605I7RWM7,answer,4.0,likely,mod,where,MO,lights
A1J19UOHNI0UOC,answer,5.0,likely,mod,where,MO,lights
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,where,MO,lights
A3A82EHCZOQ2CV,answer,1.0,likely,mod,where,MO,lights
ANNVWKERLZG9A,answer,4.0,likely,mod,where,MO,lights
A3PIRKF57QSWMS,answer,5.0,likely,mod,where,MO,lights
A2HOUSKURBF8UA,answer,2.0,likely,mod,where,MO,lights
A1Z1O6MMOB3UWW,answer,4.0,likely,mod,where,MO,lights
A3QNCW3LR2AVOV,answer,5.0,likely,mod,where,MO,lights
AAHZCL4LIPCBQ,answer,5.0,likely,mod,where,MO,lights
A2XMFTY9WB05U6,answer,4.0,likely,mod,where,MO,lights
A2N8FYNKM133KF,answer,3.0,likely,mod,where,MO,lights
ALQEBL8XKDCWC,answer,4.0,likely,mod,where,MO,lights
A18E16UFE351U6,answer,4.0,likely,mod,where,MO,lights
A2CWJRAEFZ44HU,answer,5.0,likely,mod,where,MO,lights
AP4FDDWBJW470,answer,3.0,likely,mod,where,MO,lights
AYYBMS4XQJ9AP,answer,5.0,likely,mod,where,MO,lights
A3D3NEQ158WUB0,answer,4.0,likely,mod,where,MO,lights
A320BT7PLIQVZT,answer,3.0,likely,mod,where,MO,lights
A17WS5TP6OPH7R,answer,3.0,likely,mod,where,MO,lights
A1KA64FR47O9FS,answer,3.0,likely,mod,where,MO,lights
A3M877E9CGI09C,answer,1.0,likely,mod,where,MO,lights
AX8XE3GEOP5D,answer,5.0,likely,mod,where,MO,lights
AZLU5JWFIZVMD,answer,3.0,likely,mod,where,MO,lights
A3GWRDHAURRNK6,answer,3.0,likely,mod,where,MO,lights
A1V9G7V6ZYACIR,answer,2.0,likely,mod,where,MO,lights
A2S3SV1LQTKJ8K,answer,5.0,likely,mod,where,MO,lights
A20N1NK5X5S88F,answer,3.0,likely,mod,how,MS,political
AMPMTF5IAAMK8,answer,4.0,likely,mod,how,MS,political
A1CY01G7686ORZ,answer,1.0,likely,mod,how,MS,political
A2UBEPT605E8T2,answer,5.0,likely,mod,how,MS,political
A2BF3A9KYSEFPO,answer,5.0,likely,mod,how,MS,political
A3BXT78QXFC6F3,answer,3.0,likely,mod,how,MS,political
A2NXHJ905WLGAA,answer,2.0,likely,mod,how,MS,political
A2RVFMCKSSEHDV,answer,1.0,likely,mod,how,MS,political
A3IDAO8T75VO3Z,answer,3.0,likely,mod,how,MS,political
AK27D3SD6EZX6,answer,5.0,likely,mod,how,MS,political
AXKTYKCT9NGHS,answer,4.0,likely,mod,how,MS,political
A3IEGJT83U746S,answer,4.0,likely,mod,how,MS,political
A10JXOU89D5RXR,answer,5.0,likely,mod,how,MS,political
A3VDG4N48AVYGQ,answer,1.0,likely,mod,how,MS,political
A6ZAKE3FP8YKY,answer,3.0,likely,mod,how,MS,political
AB5T5XCK2ZD47,answer,3.0,likely,mod,how,MS,political
A1V1JNPU0KOA3X,answer,3.0,likely,mod,how,MS,political
AOWW3URQNRJ6U,answer,0.0,likely,mod,how,MS,political
A31A4YKVSOYRVS,answer,2.0,likely,mod,how,MS,political
A20N1NK5X5S88F,answer,5.0,likely,mod,where,MS,fido
AMPMTF5IAAMK8,answer,5.0,likely,mod,where,MS,fido
A1CY01G7686ORZ,answer,4.0,likely,mod,where,MS,fido
A2UBEPT605E8T2,answer,4.0,likely,mod,where,MS,fido
A2BF3A9KYSEFPO,answer,5.0,likely,mod,where,MS,fido
A3BXT78QXFC6F3,answer,1.0,likely,mod,where,MS,fido
A2NXHJ905WLGAA,answer,3.0,likely,mod,where,MS,fido
A2RVFMCKSSEHDV,answer,4.0,likely,mod,where,MS,fido
A3IDAO8T75VO3Z,answer,4.0,likely,mod,where,MS,fido
AK27D3SD6EZX6,answer,5.0,likely,mod,where,MS,fido
AXKTYKCT9NGHS,answer,4.0,likely,mod,where,MS,fido
A3IEGJT83U746S,answer,5.0,likely,mod,where,MS,fido
A10JXOU89D5RXR,answer,5.0,likely,mod,where,MS,fido
A3VDG4N48AVYGQ,answer,3.0,likely,mod,where,MS,fido
A6ZAKE3FP8YKY,answer,3.0,likely,mod,where,MS,fido
AB5T5XCK2ZD47,answer,4.0,likely,mod,where,MS,fido
A1V1JNPU0KOA3X,answer,4.0,likely,mod,where,MS,fido
AOWW3URQNRJ6U,answer,4.0,likely,mod,where,MS,fido
A31A4YKVSOYRVS,answer,1.0,likely,mod,where,MS,fido
A20N1NK5X5S88F,answer,4.0,likely,mod,who,MS,vacation
AMPMTF5IAAMK8,answer,5.0,likely,mod,who,MS,vacation
A1CY01G7686ORZ,answer,5.0,likely,mod,who,MS,vacation
A2UBEPT605E8T2,answer,5.0,likely,mod,who,MS,vacation
A2BF3A9KYSEFPO,answer,5.0,likely,mod,who,MS,vacation
A3BXT78QXFC6F3,answer,1.0,likely,mod,who,MS,vacation
A2NXHJ905WLGAA,answer,5.0,likely,mod,who,MS,vacation
A2RVFMCKSSEHDV,answer,4.0,likely,mod,who,MS,vacation
A3IDAO8T75VO3Z,answer,3.0,likely,mod,who,MS,vacation
AK27D3SD6EZX6,answer,5.0,likely,mod,who,MS,vacation
AXKTYKCT9NGHS,answer,4.0,likely,mod,who,MS,vacation
A3IEGJT83U746S,answer,5.0,likely,mod,who,MS,vacation
A10JXOU89D5RXR,answer,5.0,likely,mod,who,MS,vacation
A3VDG4N48AVYGQ,answer,4.0,likely,mod,who,MS,vacation
A6ZAKE3FP8YKY,answer,3.0,likely,mod,who,MS,vacation
AB5T5XCK2ZD47,answer,2.0,likely,mod,who,MS,vacation
A1V1JNPU0KOA3X,answer,4.0,likely,mod,who,MS,vacation
AOWW3URQNRJ6U,answer,3.0,likely,mod,who,MS,vacation
A31A4YKVSOYRVS,answer,1.0,likely,mod,who,MS,vacation
A20N1NK5X5S88F,answer,5.0,likely,mod,how,MS,petra
AMPMTF5IAAMK8,answer,5.0,likely,mod,how,MS,petra
A1CY01G7686ORZ,answer,2.0,likely,mod,how,MS,petra
A2UBEPT605E8T2,answer,5.0,likely,mod,how,MS,petra
A2BF3A9KYSEFPO,answer,4.0,likely,mod,how,MS,petra
A3BXT78QXFC6F3,answer,2.0,likely,mod,how,MS,petra
A2NXHJ905WLGAA,answer,4.0,likely,mod,how,MS,petra
A2RVFMCKSSEHDV,answer,3.0,likely,mod,how,MS,petra
A3IDAO8T75VO3Z,answer,4.0,likely,mod,how,MS,petra
AK27D3SD6EZX6,answer,4.0,likely,mod,how,MS,petra
AXKTYKCT9NGHS,answer,5.0,likely,mod,how,MS,petra
A3IEGJT83U746S,answer,5.0,likely,mod,how,MS,petra
A10JXOU89D5RXR,answer,5.0,likely,mod,how,MS,petra
A3VDG4N48AVYGQ,answer,2.0,likely,mod,how,MS,petra
A6ZAKE3FP8YKY,answer,2.0,likely,mod,how,MS,petra
AB5T5XCK2ZD47,answer,3.0,likely,mod,how,MS,petra
A1V1JNPU0KOA3X,answer,4.0,likely,mod,how,MS,petra
AOWW3URQNRJ6U,answer,2.0,likely,mod,how,MS,petra
A31A4YKVSOYRVS,answer,3.0,likely,mod,how,MS,petra
A20N1NK5X5S88F,answer,5.0,likely,mod,where,MS,chocolate
AMPMTF5IAAMK8,answer,1.0,likely,mod,where,MS,chocolate
A1CY01G7686ORZ,answer,0.0,likely,mod,where,MS,chocolate
A2UBEPT605E8T2,answer,5.0,likely,mod,where,MS,chocolate
A2BF3A9KYSEFPO,answer,5.0,likely,mod,where,MS,chocolate
A3BXT78QXFC6F3,answer,2.0,likely,mod,where,MS,chocolate
A2NXHJ905WLGAA,answer,0.0,likely,mod,where,MS,chocolate
A2RVFMCKSSEHDV,answer,3.0,likely,mod,where,MS,chocolate
A3IDAO8T75VO3Z,answer,3.0,likely,mod,where,MS,chocolate
AK27D3SD6EZX6,answer,4.0,likely,mod,where,MS,chocolate
AXKTYKCT9NGHS,answer,5.0,likely,mod,where,MS,chocolate
A3IEGJT83U746S,answer,5.0,likely,mod,where,MS,chocolate
A10JXOU89D5RXR,answer,5.0,likely,mod,where,MS,chocolate
A3VDG4N48AVYGQ,answer,1.0,likely,mod,where,MS,chocolate
A6ZAKE3FP8YKY,answer,1.0,likely,mod,where,MS,chocolate
AB5T5XCK2ZD47,answer,4.0,likely,mod,where,MS,chocolate
A1V1JNPU0KOA3X,answer,3.0,likely,mod,where,MS,chocolate
AOWW3URQNRJ6U,answer,4.0,likely,mod,where,MS,chocolate
A31A4YKVSOYRVS,answer,2.0,likely,mod,where,MS,chocolate
A20N1NK5X5S88F,answer,5.0,likely,mod,who,MS,office
AMPMTF5IAAMK8,answer,4.0,likely,mod,who,MS,office
A1CY01G7686ORZ,answer,3.0,likely,mod,who,MS,office
A2UBEPT605E8T2,answer,5.0,likely,mod,who,MS,office
A2BF3A9KYSEFPO,answer,5.0,likely,mod,who,MS,office
A3BXT78QXFC6F3,answer,4.0,likely,mod,who,MS,office
A2NXHJ905WLGAA,answer,3.0,likely,mod,who,MS,office
A2RVFMCKSSEHDV,answer,4.0,likely,mod,who,MS,office
A3IDAO8T75VO3Z,answer,3.0,likely,mod,who,MS,office
AK27D3SD6EZX6,answer,5.0,likely,mod,who,MS,office
AXKTYKCT9NGHS,answer,4.0,likely,mod,who,MS,office
A3IEGJT83U746S,answer,5.0,likely,mod,who,MS,office
A10JXOU89D5RXR,answer,5.0,likely,mod,who,MS,office
A3VDG4N48AVYGQ,answer,3.0,likely,mod,who,MS,office
A6ZAKE3FP8YKY,answer,3.0,likely,mod,who,MS,office
AB5T5XCK2ZD47,answer,4.0,likely,mod,who,MS,office
A1V1JNPU0KOA3X,answer,3.0,likely,mod,who,MS,office
AOWW3URQNRJ6U,answer,3.0,likely,mod,who,MS,office
A31A4YKVSOYRVS,answer,3.0,likely,mod,who,MS,office
A20N1NK5X5S88F,answer,2.0,likely,mod,how,MS,college
AMPMTF5IAAMK8,answer,4.0,likely,mod,how,MS,college
A1CY01G7686ORZ,answer,3.0,likely,mod,how,MS,college
A2UBEPT605E8T2,answer,5.0,likely,mod,how,MS,college
A2BF3A9KYSEFPO,answer,5.0,likely,mod,how,MS,college
A3BXT78QXFC6F3,answer,3.0,likely,mod,how,MS,college
A2NXHJ905WLGAA,answer,4.0,likely,mod,how,MS,college
A2RVFMCKSSEHDV,answer,1.0,likely,mod,how,MS,college
A3IDAO8T75VO3Z,answer,2.0,likely,mod,how,MS,college
AK27D3SD6EZX6,answer,5.0,likely,mod,how,MS,college
AXKTYKCT9NGHS,answer,4.0,likely,mod,how,MS,college
A3IEGJT83U746S,answer,5.0,likely,mod,how,MS,college
A10JXOU89D5RXR,answer,5.0,likely,mod,how,MS,college
A3VDG4N48AVYGQ,answer,2.0,likely,mod,how,MS,college
A6ZAKE3FP8YKY,answer,4.0,likely,mod,how,MS,college
AB5T5XCK2ZD47,answer,4.0,likely,mod,how,MS,college
A1V1JNPU0KOA3X,answer,3.0,likely,mod,how,MS,college
AOWW3URQNRJ6U,answer,4.0,likely,mod,how,MS,college
A31A4YKVSOYRVS,answer,4.0,likely,mod,how,MS,college
A20N1NK5X5S88F,answer,4.0,likely,mod,where,MS,hideseek
AMPMTF5IAAMK8,answer,4.0,likely,mod,where,MS,hideseek
A1CY01G7686ORZ,answer,2.0,likely,mod,where,MS,hideseek
A2UBEPT605E8T2,answer,5.0,likely,mod,where,MS,hideseek
A2BF3A9KYSEFPO,answer,5.0,likely,mod,where,MS,hideseek
A3BXT78QXFC6F3,answer,5.0,likely,mod,where,MS,hideseek
A2NXHJ905WLGAA,answer,5.0,likely,mod,where,MS,hideseek
A2RVFMCKSSEHDV,answer,4.0,likely,mod,where,MS,hideseek
A3IDAO8T75VO3Z,answer,4.0,likely,mod,where,MS,hideseek
AK27D3SD6EZX6,answer,4.0,likely,mod,where,MS,hideseek
AXKTYKCT9NGHS,answer,5.0,likely,mod,where,MS,hideseek
A3IEGJT83U746S,answer,5.0,likely,mod,where,MS,hideseek
A10JXOU89D5RXR,answer,5.0,likely,mod,where,MS,hideseek
